,elbow_angle_mean,elbow_angle_std,knee_angle_mean,knee_angle_std,release_height_mean,release_height_std,shoulder_alignment_mean,shoulder_alignment_std
0,56.78204208728923,51.564635629582895,17.33304729224413,13.313247856571165,0.6132383892933527,0.12155517008616183,0.006931551628642612,0.00831663556330631
