,elbow_angle_mean,elbow_angle_std,knee_angle_mean,knee_angle_std,release_height_mean,release_height_std,shoulder_alignment_mean,shoulder_alignment_std
0,45.99027833275174,39.03731319251781,2.5414749253738824,2.1396450188793277,0.36426341894548386,0.16274225068961953,0.006413103546947241,0.005213396728027236
