,elbow_angle_mean,elbow_angle_std,knee_angle_mean,knee_angle_std,release_height_mean,release_height_std,shoulder_alignment_mean,shoulder_alignment_std
0,64.59199867174819,53.380563399710496,17.693528274132554,14.89948116320056,0.5541633440030588,0.16294369611347462,0.008925510419381631,0.00870341127318375
